,Unnamed: 0,Date,Country_Region,Province_State,GDP,Urbanization,Case_Type,Cases,Difference,Prep_Flow_Runtime,Latest_Date,Lat,Long,avg_tmp,avg_RH,avg_wind,avg_precip,avg_m_tmp,avg_m_RH,avg_m_wind,avg_m_precip,max_date,growth_factor,max_cases
0,0,3/11/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,18.6,75.0,6.6,0.25,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
1,1,2/15/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,11.9,47.0,1.7,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
2,2,3/17/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,16.7,42.0,7.7,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
3,3,3/3/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,15.9,51.0,13.8,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
4,4,3/17/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,18.2,53.0,9.8,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
5,5,2/25/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,11.4,48.0,12.8,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
6,6,3/1/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,14.9,50.0,10.6,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
7,7,3/10/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,18.6,50.0,7.2,2.03,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
8,8,2/16/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,12.6,43.0,3.0,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
9,9,3/4/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,15.4,56.0,7.3,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
10,10,3/20/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,13.0,55.0,7.9,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
11,11,2/18/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,16.0,51.0,4.2,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
12,12,3/4/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,13.4,54.0,6.8,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
13,13,2/21/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,19.0,40.0,10.8,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
14,14,3/12/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,17.4,75.0,13.7,0.25,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
15,15,3/6/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,20.1,37.0,9.9,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
16,16,3/14/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,15.8,60.0,5.5,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
17,17,2/25/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,14.2,31.0,18.7,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
18,18,3/21/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,16.1,53.0,6.9,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
19,19,2/22/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,15.3,75.0,18.2,9.14,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
20,20,3/8/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,16.6,43.0,10.4,0.25,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
21,21,3/22/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,16.7,53.0,4.6,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
22,22,3/21/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,15.3,48.0,6.5,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
23,23,3/13/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,14.7,82.0,9.8,5.08,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
24,24,3/1/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,16.0,29.0,12.2,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
25,25,3/5/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,17.5,36.0,11.1,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
26,26,2/19/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,17.9,41.0,9.1,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
27,27,3/7/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,19.8,30.0,12.6,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
28,28,3/20/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,13.0,55.0,7.9,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
29,29,2/23/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,11.3,67.0,5.8,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
30,30,2/17/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,14.2,39.0,5.7,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
31,31,3/11/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,18.6,75.0,6.6,0.25,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
32,32,3/8/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,16.6,43.0,10.4,0.25,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
33,33,2/24/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,11.3,68.0,5.0,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
34,34,3/10/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,18.6,61.0,8.0,5.59,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
35,35,3/7/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,20.2,37.0,12.5,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
36,36,2/22/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,15.4,77.0,11.7,9.14,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
37,37,2/14/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,12.7,47.0,6.4,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
38,38,3/15/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,16.2,48.0,5.9,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
39,39,3/22/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,15.5,46.0,5.4,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
40,40,3/14/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,14.4,63.0,3.6,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
41,41,2/28/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,15.8,48.0,6.4,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
42,42,2/14/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,12.7,47.0,6.4,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
43,43,3/2/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,13.3,44.0,10.2,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
44,44,3/5/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,17.8,50.0,6.8,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
45,45,3/1/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,16.0,29.0,12.2,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
46,46,2/28/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,15.0,38.0,7.2,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
47,47,3/18/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,12.0,65.0,10.9,9.91,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
48,48,3/7/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,19.8,30.0,12.6,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
49,49,2/19/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,15.7,40.0,3.3,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
50,50,3/5/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,17.5,36.0,11.1,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
51,51,2/17/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,14.2,39.0,5.7,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
52,52,2/28/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,15.0,38.0,7.2,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
53,53,3/6/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,21.9,19.0,19.2,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
54,54,2/23/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,11.3,67.0,5.8,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
55,55,3/10/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,18.6,50.0,7.2,2.03,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
56,56,3/12/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,17.4,75.0,13.7,0.25,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
57,57,2/21/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,18.6,34.0,24.7,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
58,58,3/9/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,16.7,50.0,5.7,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
59,59,2/18/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,15.0,40.0,3.4,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
60,60,3/19/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,12.0,62.0,9.1,0.51,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
61,61,2/24/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,14.4,71.0,10.5,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
62,62,2/19/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,15.7,40.0,3.3,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
63,63,2/16/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,12.6,43.0,3.0,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
64,64,3/2/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,13.3,44.0,10.2,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
65,65,2/14/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,12.9,58.0,6.4,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
66,66,2/27/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,11.6,40.0,5.7,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
67,67,2/29/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,16.6,29.0,7.0,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
68,68,2/20/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,17.6,37.0,7.1,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
69,69,3/12/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,17.7,94.0,7.6,14.22,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
70,70,3/20/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,14.2,58.0,6.2,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
71,71,2/16/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,13.3,56.0,4.8,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
72,72,3/18/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,13.6,81.0,13.1,14.22,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
73,73,3/18/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,12.0,65.0,10.9,9.91,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
74,74,3/13/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,14.0,69.0,9.6,3.56,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
75,75,3/15/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,16.9,67.0,6.7,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
76,76,2/27/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,15.9,38.0,6.1,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
77,77,3/14/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,14.4,63.0,3.6,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
78,78,2/20/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,16.1,40.0,7.0,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
79,79,2/29/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,16.6,29.0,7.0,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
80,80,3/19/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,12.0,62.0,9.1,0.51,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
81,81,2/20/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,16.1,40.0,7.0,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
82,82,3/15/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,16.2,48.0,5.9,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
83,83,3/9/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,16.5,47.0,8.3,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
84,84,3/16/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,16.9,42.0,8.9,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
85,85,2/22/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,15.3,75.0,18.2,9.14,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
86,86,3/17/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,16.7,42.0,7.7,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
87,87,3/13/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,14.0,69.0,9.6,3.56,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
88,88,2/15/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,11.9,47.0,1.7,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
89,89,2/23/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,13.5,68.0,9.0,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
90,90,2/24/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,11.3,68.0,5.0,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
91,91,3/11/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,17.3,100.0,3.7,11.43,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
92,92,2/18/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,15.0,40.0,3.4,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
93,93,3/4/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,13.4,54.0,6.8,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
94,94,3/9/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,16.5,47.0,8.3,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
95,95,3/16/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,18.3,60.0,5.4,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
96,96,3/2/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,14.6,50.0,6.7,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
97,97,3/19/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,12.6,73.0,8.6,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
98,98,2/26/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,9.2,32.0,5.7,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,2/15/2020,1.0,0.0
99,99,2/29/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,17.6,42.0,8.1,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,1.0,0.0
100,100,3/21/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,15.3,48.0,6.5,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
101,101,2/21/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,18.6,34.0,24.7,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
102,102,3/6/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,21.9,19.0,19.2,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
103,103,2/25/2020,US,Arizona,346.79,89.8,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,11.4,48.0,12.8,0.0,14.913157894736845,48.07894736842106,8.573684210526313,0.6815789473684211,3/11/2020,1.0,0.0
