,Case_Type,Cases,Country_Region,Date,Difference,GDP,Lat,Latest_Date,Long,Prep_Flow_Runtime,Province_State,Unnamed: 0,Urbanization,avg_RH,avg_m_RH,avg_m_precip,avg_m_tmp,avg_m_wind,avg_precip,avg_tmp,avg_wind,growth_factor,max_cases,max_date
8404,Deaths,0,Cruise Ships,3/13/2020,0,,37.6489,3/22/2020,-122.6655,3/23/2020 8:00:09 AM,Grand Princess,8670,,70.0,66.65789473684211,0.5944736842105264,12.713157894736836,13.518421052631581,0.0,12.8,20.4,1.0,1.0,3/22/2020
8405,Deaths,0,Cruise Ships,2/28/2020,0,,37.6489,3/22/2020,-122.6655,3/23/2020 8:00:09 AM,Grand Princess,8671,,75.0,66.65789473684211,0.5944736842105264,12.713157894736836,13.518421052631581,0.0,13.7,13.5,1.0,1.0,3/22/2020
8687,Deaths,0,Cruise Ships,2/21/2020,0,,35.4437,3/22/2020,139.638,3/23/2020 8:00:09 AM,Diamond Princess,8953,,66.0,64.42105263157895,0.0,10.99210526315789,19.310526315789467,0.0,10.3,16.1,1.0,8.0,3/21/2020
8688,Deaths,0,Cruise Ships,2/17/2020,0,,35.4437,3/22/2020,139.638,3/23/2020 8:00:09 AM,Diamond Princess,8954,,64.0,64.42105263157895,0.0,10.99210526315789,19.310526315789467,0.0,12.2,20.5,1.0,8.0,3/21/2020
8689,Deaths,0,Cruise Ships,2/25/2020,0,,35.4437,3/22/2020,139.638,3/23/2020 8:00:09 AM,Diamond Princess,8955,,68.0,64.42105263157895,0.0,10.99210526315789,19.310526315789467,0.0,10.6,10.1,1.0,8.0,3/21/2020
8690,Deaths,0,Cruise Ships,3/13/2020,0,,35.4437,3/22/2020,139.638,3/23/2020 8:00:09 AM,Diamond Princess,8956,,62.0,64.42105263157895,0.0,10.99210526315789,19.310526315789467,0.0,13.5,15.5,1.0,8.0,3/21/2020
8691,Deaths,0,Cruise Ships,3/3/2020,0,,35.4437,3/22/2020,139.638,3/23/2020 8:00:09 AM,Diamond Princess,8957,,59.0,64.42105263157895,0.0,10.99210526315789,19.310526315789467,0.0,12.1,17.7,1.0,8.0,3/21/2020
8692,Deaths,0,Cruise Ships,3/21/2020,0,,35.4437,3/22/2020,139.638,3/23/2020 8:00:09 AM,Diamond Princess,8958,,43.0,64.42105263157895,0.0,10.99210526315789,19.310526315789467,0.0,14.9,16.7,1.0,8.0,3/21/2020
8693,Deaths,0,Cruise Ships,3/19/2020,0,,35.4437,3/22/2020,139.638,3/23/2020 8:00:09 AM,Diamond Princess,8959,,69.0,64.42105263157895,0.0,10.99210526315789,19.310526315789467,0.0,14.8,19.8,1.0,8.0,3/21/2020
8694,Deaths,0,Cruise Ships,2/20/2020,0,,35.4437,3/22/2020,139.638,3/23/2020 8:00:09 AM,Diamond Princess,8960,,63.0,64.42105263157895,0.0,10.99210526315789,19.310526315789467,0.0,9.7,13.0,1.0,8.0,3/21/2020
8695,Deaths,0,Cruise Ships,3/18/2020,0,,35.4437,3/22/2020,139.638,3/23/2020 8:00:09 AM,Diamond Princess,8961,,57.0,64.42105263157895,0.0,10.99210526315789,19.310526315789467,0.0,12.4,11.9,1.0,8.0,3/21/2020
8696,Deaths,0,Cruise Ships,2/29/2020,0,,35.4437,3/22/2020,139.638,3/23/2020 8:00:09 AM,Diamond Princess,8962,,67.0,64.42105263157895,0.0,10.99210526315789,19.310526315789467,0.0,9.8,11.8,1.0,8.0,3/21/2020
8697,Deaths,0,Cruise Ships,3/7/2020,0,,35.4437,3/22/2020,139.638,3/23/2020 8:00:09 AM,Diamond Princess,8963,,69.0,64.42105263157895,0.0,10.99210526315789,19.310526315789467,0.0,8.1,17.9,1.0,8.0,3/21/2020
8698,Deaths,0,Cruise Ships,3/14/2020,0,,35.4437,3/22/2020,139.638,3/23/2020 8:00:09 AM,Diamond Princess,8964,,86.0,64.42105263157895,0.0,10.99210526315789,19.310526315789467,0.0,6.8,27.0,1.0,8.0,3/21/2020
8699,Deaths,0,Cruise Ships,3/22/2020,0,,35.4437,3/22/2020,139.638,3/23/2020 8:00:09 AM,Diamond Princess,8965,,57.0,64.42105263157895,0.0,10.99210526315789,19.310526315789467,0.0,17.2,24.1,1.0,8.0,3/21/2020
8700,Deaths,0,Cruise Ships,2/24/2020,0,,35.4437,3/22/2020,139.638,3/23/2020 8:00:09 AM,Diamond Princess,8966,,49.0,64.42105263157895,0.0,10.99210526315789,19.310526315789467,0.0,10.6,15.0,1.0,8.0,3/21/2020
8701,Deaths,0,Cruise Ships,3/16/2020,0,,35.4437,3/22/2020,139.638,3/23/2020 8:00:09 AM,Diamond Princess,8967,,53.0,64.42105263157895,0.0,10.99210526315789,19.310526315789467,0.0,8.1,29.6,1.0,8.0,3/21/2020
8702,Deaths,0,Cruise Ships,2/22/2020,0,,35.4437,3/22/2020,139.638,3/23/2020 8:00:09 AM,Diamond Princess,8968,,75.0,64.42105263157895,0.0,10.99210526315789,19.310526315789467,0.0,13.7,25.5,1.0,8.0,3/21/2020
8703,Deaths,0,Cruise Ships,2/28/2020,0,,35.4437,3/22/2020,139.638,3/23/2020 8:00:09 AM,Diamond Princess,8969,,50.0,64.42105263157895,0.0,10.99210526315789,19.310526315789467,0.0,7.4,18.8,1.0,8.0,3/21/2020
8704,Deaths,0,Cruise Ships,2/15/2020,0,,35.4437,3/22/2020,139.638,3/23/2020 8:00:09 AM,Diamond Princess,8970,,73.0,64.42105263157895,0.0,10.99210526315789,19.310526315789467,0.0,12.8,8.7,1.0,8.0,3/21/2020
