,Date,Country_Region,Province_State,Case_Type,Cases,Difference,Prep_Flow_Runtime,Latest_Date,Lat,Long,avg_tmp,avg_RH,avg_wind,avg_precip,avg_m_tmp,avg_m_RH,avg_m_wind,avg_m_precip,max_date,growth_factor,max_cases
1,3/11/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,18.6,75.0,6.6,0.25,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
5,2/15/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,11.9,47.0,1.7,0.0,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
13,3/17/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,16.7,42.0,7.7,0.0,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
17,3/3/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,15.9,51.0,13.8,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
25,3/17/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,18.2,53.0,9.8,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
29,2/25/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,11.4,48.0,12.8,0.0,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
37,3/1/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,14.9,50.0,10.6,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
45,3/10/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,18.6,50.0,7.2,2.03,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
49,2/16/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,12.6,43.0,3.0,0.0,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
53,3/4/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,15.4,56.0,7.3,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
61,3/20/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,13.0,55.0,7.9,0.0,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
69,2/18/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,16.0,51.0,4.2,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
73,3/4/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,13.4,54.0,6.8,0.0,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
77,2/21/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,19.0,40.0,10.8,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
81,3/12/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,17.4,75.0,13.7,0.25,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
85,3/6/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,20.1,37.0,9.9,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
89,3/14/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,15.8,60.0,5.5,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
93,2/25/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,14.2,31.0,18.7,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
97,3/21/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,16.1,53.0,6.9,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
105,2/22/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,15.3,75.0,18.2,9.14,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
109,3/8/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,16.6,43.0,10.4,0.25,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
113,3/22/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,16.7,53.0,4.6,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
121,3/21/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,15.3,48.0,6.5,0.0,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
125,3/13/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,14.7,82.0,9.8,5.08,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
133,3/1/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,16.0,29.0,12.2,0.0,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
137,3/5/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,17.5,36.0,11.1,0.0,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
141,2/19/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,17.9,41.0,9.1,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
145,3/7/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,19.8,30.0,12.6,0.0,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
161,3/20/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,13.0,55.0,7.9,0.0,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
165,2/23/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,11.3,67.0,5.8,0.0,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
173,2/17/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,14.2,39.0,5.7,0.0,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
177,3/11/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,18.6,75.0,6.6,0.25,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
181,3/8/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,16.6,43.0,10.4,0.25,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
185,2/24/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,11.3,68.0,5.0,0.0,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
201,3/10/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,18.6,61.0,8.0,5.59,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
205,3/7/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,20.2,37.0,12.5,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
209,2/22/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,15.4,77.0,11.7,9.14,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
213,2/14/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,12.7,47.0,6.4,0.0,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
217,3/15/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,16.2,48.0,5.9,0.0,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
221,3/22/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,15.5,46.0,5.4,0.0,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
229,3/14/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,14.4,63.0,3.6,0.0,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
233,2/28/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,15.8,48.0,6.4,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
241,2/14/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,12.7,47.0,6.4,0.0,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
245,3/2/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,13.3,44.0,10.2,0.0,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
249,3/5/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,17.8,50.0,6.8,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
257,3/1/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,16.0,29.0,12.2,0.0,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
265,2/28/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,15.0,38.0,7.2,0.0,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
269,3/18/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,12.0,65.0,10.9,9.91,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
273,3/7/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,19.8,30.0,12.6,0.0,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
277,2/19/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,15.7,40.0,3.3,0.0,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
285,3/5/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,17.5,36.0,11.1,0.0,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
289,2/17/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,14.2,39.0,5.7,0.0,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
293,2/28/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,15.0,38.0,7.2,0.0,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
297,3/6/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,21.9,19.0,19.2,0.0,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
309,2/23/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,11.3,67.0,5.8,0.0,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
313,3/10/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,18.6,50.0,7.2,2.03,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
317,3/12/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,17.4,75.0,13.7,0.25,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
325,2/21/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,18.6,34.0,24.7,0.0,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
329,3/9/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,16.7,50.0,5.7,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
333,2/18/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,15.0,40.0,3.4,0.0,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
341,3/19/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,12.0,62.0,9.1,0.51,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
345,2/24/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,14.4,71.0,10.5,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
349,2/19/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,15.7,40.0,3.3,0.0,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
353,2/16/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,12.6,43.0,3.0,0.0,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
357,3/2/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,13.3,44.0,10.2,0.0,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
365,2/14/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,12.9,58.0,6.4,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
373,2/27/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,11.6,40.0,5.7,0.0,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
385,2/29/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,16.6,29.0,7.0,0.0,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
393,2/20/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,17.6,37.0,7.1,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
401,3/12/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,17.7,94.0,7.6,14.22,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
405,3/20/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,14.2,58.0,6.2,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
425,2/16/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,13.3,56.0,4.8,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
429,3/18/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,13.6,81.0,13.1,14.22,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
441,3/18/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,12.0,65.0,10.9,9.91,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
445,3/13/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,14.0,69.0,9.6,3.56,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
449,3/15/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,16.9,67.0,6.7,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
453,2/27/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,15.9,38.0,6.1,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
465,3/14/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,14.4,63.0,3.6,0.0,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
473,2/20/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,16.1,40.0,7.0,0.0,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
489,2/29/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,16.6,29.0,7.0,0.0,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
493,3/19/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,12.0,62.0,9.1,0.51,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
497,2/20/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,16.1,40.0,7.0,0.0,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
501,3/15/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,16.2,48.0,5.9,0.0,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
513,3/9/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,16.5,47.0,8.3,0.0,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
517,3/16/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,16.9,42.0,8.9,0.0,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
529,2/22/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,15.3,75.0,18.2,9.14,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
533,3/17/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,16.7,42.0,7.7,0.0,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
541,3/13/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,14.0,69.0,9.6,3.56,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
545,2/15/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,11.9,47.0,1.7,0.0,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
553,2/23/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,13.5,68.0,9.0,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
561,2/24/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,11.3,68.0,5.0,0.0,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
569,3/11/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,17.3,100.0,3.7,11.43,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
573,2/18/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,15.0,40.0,3.4,0.0,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
577,3/4/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,13.4,54.0,6.8,0.0,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
581,3/9/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,16.5,47.0,8.3,0.0,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
593,3/16/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,18.3,60.0,5.4,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
597,3/2/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,14.6,50.0,6.7,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
601,3/19/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,12.6,73.0,8.6,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
609,2/26/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,9.2,32.0,5.7,0.0,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
617,2/29/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,17.6,42.0,8.1,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
621,3/21/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,15.3,48.0,6.5,0.0,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
625,2/21/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,18.6,34.0,24.7,0.0,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
629,3/6/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,21.9,19.0,19.2,0.0,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
637,2/25/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,11.4,48.0,12.8,0.0,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
641,3/3/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,12.6,58.0,9.4,0.0,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
649,2/26/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,9.2,32.0,5.7,0.0,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
653,3/16/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,16.9,42.0,8.9,0.0,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
657,3/8/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,17.9,41.0,9.3,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
673,2/17/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,14.6,54.0,6.6,0.0,15.981578947368419,55.73684210526316,8.336842105263159,1.5705263157894738,3/3/2020,0.0,0.0
681,3/22/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,15.5,46.0,5.4,0.0,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
693,2/27/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,11.6,40.0,5.7,0.0,14.913157894736846,48.078947368421055,8.573684210526313,0.6815789473684211,2/15/2020,0.0,0.0
701,3/3/2020,US,Arizona,Deaths,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,12.6,58.0,9.4,0.0,14.913157894736843,48.078947368421055,8.573684210526313,0.6815789473684211,3/11/2020,0.0,0.0
