,Date,Country_Region,Province_State,Case_Type,Cases,Difference,Prep_Flow_Runtime,Latest_Date,Lat,Long,avg_tmp,avg_RH,avg_wind,avg_precip,avg_m_tmp,avg_m_RH,avg_m_wind,avg_m_precip,max_date,growth_factor,max_cases
98,3/21/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,16.1,53,6.9,0,15.98157895,55.73684211,8.336842105,1.570526316,03/06/2020,1.189207115,2
106,2/22/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,15.3,75,18.2,9.14,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
110,03/08/2020,US,Arizona,Confirmed,2,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,16.6,43,10.4,0.25,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
114,3/22/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,16.7,53,4.6,0,15.98157895,55.73684211,8.336842105,1.570526316,03/06/2020,1.189207115,2
122,3/21/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,15.3,48,6.5,0,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
126,3/13/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,14.7,82,9.8,5.08,15.98157895,55.73684211,8.336842105,1.570526316,03/06/2020,1.189207115,2
134,03/01/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,16,29,12.2,0,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
138,03/05/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,17.5,36,11.1,0,14.91315789,48.07894737,8.573684211,0.681578947,03/11/2020,0,0
142,2/19/2020,US,Arizona,Confirmed,1,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,17.9,41,9.1,0,15.98157895,55.73684211,8.336842105,1.570526316,03/06/2020,1.189207115,2
146,03/07/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,19.8,30,12.6,0,14.91315789,48.07894737,8.573684211,0.681578947,03/11/2020,0,0
162,3/20/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,13,55,7.9,0,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
166,2/23/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,11.3,67,5.8,0,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
174,2/17/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,14.2,39,5.7,0,14.91315789,48.07894737,8.573684211,0.681578947,03/11/2020,0,0
178,03/11/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,18.6,75,6.6,0.25,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
182,03/08/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,16.6,43,10.4,0.25,14.91315789,48.07894737,8.573684211,0.681578947,03/11/2020,0,0
186,2/24/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,11.3,68,5,0,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
202,03/10/2020,US,Arizona,Confirmed,0,-2,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,18.6,61,8,5.59,15.98157895,55.73684211,8.336842105,1.570526316,03/06/2020,1.189207115,2
206,03/07/2020,US,Arizona,Confirmed,2,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,20.2,37,12.5,0,15.98157895,55.73684211,8.336842105,1.570526316,03/06/2020,1.189207115,2
210,2/22/2020,US,Arizona,Confirmed,1,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,15.4,77,11.7,9.14,15.98157895,55.73684211,8.336842105,1.570526316,03/06/2020,1.189207115,2
214,2/14/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,12.7,47,6.4,0,14.91315789,48.07894737,8.573684211,0.681578947,03/11/2020,0,0
218,3/15/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,16.2,48,5.9,0,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
222,3/22/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,15.5,46,5.4,0,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
230,3/14/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,14.4,63,3.6,0,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
234,2/28/2020,US,Arizona,Confirmed,1,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,15.8,48,6.4,0,15.98157895,55.73684211,8.336842105,1.570526316,03/06/2020,1.189207115,2
242,2/14/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,12.7,47,6.4,0,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
246,03/02/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,13.3,44,10.2,0,14.91315789,48.07894737,8.573684211,0.681578947,03/11/2020,0,0
250,03/05/2020,US,Arizona,Confirmed,1,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,17.8,50,6.8,0,15.98157895,55.73684211,8.336842105,1.570526316,03/06/2020,1.189207115,2
258,03/01/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,16,29,12.2,0,14.91315789,48.07894737,8.573684211,0.681578947,03/11/2020,0,0
266,2/28/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,15,38,7.2,0,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
270,3/18/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,12,65,10.9,9.91,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
274,03/07/2020,US,Arizona,Confirmed,2,2,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,19.8,30,12.6,0,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
278,2/19/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,15.7,40,3.3,0,14.91315789,48.07894737,8.573684211,0.681578947,03/11/2020,0,0
286,03/05/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,17.5,36,11.1,0,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
290,2/17/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,14.2,39,5.7,0,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
294,2/28/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,15,38,7.2,0,14.91315789,48.07894737,8.573684211,0.681578947,03/11/2020,0,0
298,03/06/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,21.9,19,19.2,0,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
310,2/23/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,11.3,67,5.8,0,14.91315789,48.07894737,8.573684211,0.681578947,03/11/2020,0,0
314,03/10/2020,US,Arizona,Confirmed,0,-2,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,18.6,50,7.2,2.03,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
318,03/12/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,17.4,75,13.7,0.25,14.91315789,48.07894737,8.573684211,0.681578947,03/11/2020,0,0
326,2/21/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,18.6,34,24.7,0,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
330,03/09/2020,US,Arizona,Confirmed,2,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,16.7,50,5.7,0,15.98157895,55.73684211,8.336842105,1.570526316,03/06/2020,1.189207115,2
334,2/18/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,15,40,3.4,0,14.91315789,48.07894737,8.573684211,0.681578947,03/11/2020,0,0
342,3/19/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,12,62,9.1,0.51,14.91315789,48.07894737,8.573684211,0.681578947,03/11/2020,0,0
346,2/24/2020,US,Arizona,Confirmed,1,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,14.4,71,10.5,0,15.98157895,55.73684211,8.336842105,1.570526316,03/06/2020,1.189207115,2
350,2/19/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,15.7,40,3.3,0,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
354,2/16/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,12.6,43,3,0,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
358,03/02/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,13.3,44,10.2,0,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
366,2/14/2020,US,Arizona,Confirmed,1,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,12.9,58,6.4,0,15.98157895,55.73684211,8.336842105,1.570526316,03/06/2020,1.189207115,2
374,2/27/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,11.6,40,5.7,0,14.91315789,48.07894737,8.573684211,0.681578947,03/11/2020,0,0
386,2/29/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,16.6,29,7,0,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
394,2/20/2020,US,Arizona,Confirmed,1,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,17.6,37,7.1,0,15.98157895,55.73684211,8.336842105,1.570526316,03/06/2020,1.189207115,2
402,03/12/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,17.7,94,7.6,14.22,15.98157895,55.73684211,8.336842105,1.570526316,03/06/2020,1.189207115,2
406,3/20/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,14.2,58,6.2,0,15.98157895,55.73684211,8.336842105,1.570526316,03/06/2020,1.189207115,2
426,2/16/2020,US,Arizona,Confirmed,1,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,13.3,56,4.8,0,15.98157895,55.73684211,8.336842105,1.570526316,03/06/2020,1.189207115,2
430,3/18/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,13.6,81,13.1,14.22,15.98157895,55.73684211,8.336842105,1.570526316,03/06/2020,1.189207115,2
442,3/18/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,12,65,10.9,9.91,14.91315789,48.07894737,8.573684211,0.681578947,03/11/2020,0,0
446,3/13/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,14,69,9.6,3.56,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
450,3/15/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,16.9,67,6.7,0,15.98157895,55.73684211,8.336842105,1.570526316,03/06/2020,1.189207115,2
454,2/27/2020,US,Arizona,Confirmed,1,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,15.9,38,6.1,0,15.98157895,55.73684211,8.336842105,1.570526316,03/06/2020,1.189207115,2
466,3/14/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,14.4,63,3.6,0,14.91315789,48.07894737,8.573684211,0.681578947,03/11/2020,0,0
474,2/20/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,16.1,40,7,0,14.91315789,48.07894737,8.573684211,0.681578947,03/11/2020,0,0
490,2/29/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,16.6,29,7,0,14.91315789,48.07894737,8.573684211,0.681578947,03/11/2020,0,0
494,3/19/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,12,62,9.1,0.51,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
498,2/20/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,16.1,40,7,0,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
502,3/15/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,16.2,48,5.9,0,14.91315789,48.07894737,8.573684211,0.681578947,03/11/2020,0,0
514,03/09/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,16.5,47,8.3,0,14.91315789,48.07894737,8.573684211,0.681578947,03/11/2020,0,0
518,3/16/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,16.9,42,8.9,0,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
530,2/22/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,15.3,75,18.2,9.14,14.91315789,48.07894737,8.573684211,0.681578947,03/11/2020,0,0
534,3/17/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,16.7,42,7.7,0,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
542,3/13/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,14,69,9.6,3.56,14.91315789,48.07894737,8.573684211,0.681578947,03/11/2020,0,0
546,2/15/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,11.9,47,1.7,0,14.91315789,48.07894737,8.573684211,0.681578947,03/11/2020,0,0
554,2/23/2020,US,Arizona,Confirmed,1,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,13.5,68,9,0,15.98157895,55.73684211,8.336842105,1.570526316,03/06/2020,1.189207115,2
562,2/24/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,11.3,68,5,0,14.91315789,48.07894737,8.573684211,0.681578947,03/11/2020,0,0
570,03/11/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,17.3,100,3.7,11.43,15.98157895,55.73684211,8.336842105,1.570526316,03/06/2020,1.189207115,2
574,2/18/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,15,40,3.4,0,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
578,03/04/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,13.4,54,6.8,0,14.91315789,48.07894737,8.573684211,0.681578947,03/11/2020,0,0
582,03/09/2020,US,Arizona,Confirmed,2,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,16.5,47,8.3,0,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
594,3/16/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,18.3,60,5.4,0,15.98157895,55.73684211,8.336842105,1.570526316,03/06/2020,1.189207115,2
598,03/02/2020,US,Arizona,Confirmed,1,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,14.6,50,6.7,0,15.98157895,55.73684211,8.336842105,1.570526316,03/06/2020,1.189207115,2
602,3/19/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,12.6,73,8.6,0,15.98157895,55.73684211,8.336842105,1.570526316,03/06/2020,1.189207115,2
610,2/26/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,9.2,32,5.7,0,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
618,2/29/2020,US,Arizona,Confirmed,1,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,17.6,42,8.1,0,15.98157895,55.73684211,8.336842105,1.570526316,03/06/2020,1.189207115,2
622,3/21/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,15.3,48,6.5,0,14.91315789,48.07894737,8.573684211,0.681578947,03/11/2020,0,0
626,2/21/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,18.6,34,24.7,0,14.91315789,48.07894737,8.573684211,0.681578947,03/11/2020,0,0
630,03/06/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,21.9,19,19.2,0,14.91315789,48.07894737,8.573684211,0.681578947,03/11/2020,0,0
638,2/25/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,11.4,48,12.8,0,14.91315789,48.07894737,8.573684211,0.681578947,03/11/2020,0,0
642,03/03/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,12.6,58,9.4,0,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
650,2/26/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,9.2,32,5.7,0,14.91315789,48.07894737,8.573684211,0.681578947,03/11/2020,0,0
654,3/16/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,16.9,42,8.9,0,14.91315789,48.07894737,8.573684211,0.681578947,03/11/2020,0,0
658,03/08/2020,US,Arizona,Confirmed,2,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,17.9,41,9.3,0,15.98157895,55.73684211,8.336842105,1.570526316,03/06/2020,1.189207115,2
674,2/17/2020,US,Arizona,Confirmed,1,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,14.6,54,6.6,0,15.98157895,55.73684211,8.336842105,1.570526316,03/06/2020,1.189207115,2
682,3/22/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,15.5,46,5.4,0,14.91315789,48.07894737,8.573684211,0.681578947,03/11/2020,0,0
694,2/27/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.8162,-111.2845,11.6,40,5.7,0,14.91315789,48.07894737,8.573684211,0.681578947,03/08/2020,1.189207115,2
702,03/03/2020,US,Arizona,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,32.0575,-111.6661,12.6,58,9.4,0,14.91315789,48.07894737,8.573684211,0.681578947,03/11/2020,0,0
706,2/26/2020,US,Arizona,Confirmed,1,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,12.3,29,12.6,0,15.98157895,55.73684211,8.336842105,1.570526316,03/06/2020,1.189207115,2
710,2/15/2020,US,Arizona,Confirmed,1,0,3/23/2020 8:00:09 AM,3/22/2020,33.2918,-112.4291,12.7,60,6.2,0,15.98157895,55.73684211,8.336842105,1.570526316,03/06/2020,1.189207115,2
722,2/24/2020,US,California,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,36.9859,-119.2321,12.4,81,1.4,0,12.97631579,70.71052632,2.928947368,0.848947368,03/08/2020,1,1
726,03/10/2020,US,California,Confirmed,0,-1,3/23/2020 8:00:09 AM,3/22/2020,40.7909,-121.8474,16,45,12.2,0,12.32105263,54.84210526,8.744736842,2.125526316,03/09/2020,1,1
730,2/24/2020,US,California,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,37.6017,-121.7195,10.6,74,5.1,0,11.73421053,66.42105263,8.297368421,1.470263158,03/09/2020,1.189207115,2
738,3/22/2020,US,California,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,38.196,-120.6805,10.2,66,3.4,0,10.80263158,63.92105263,6.260526316,0,3/22/2020,0,0
754,03/06/2020,US,California,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,38.3105,-121.9018,11.9,72,25.4,0,12.05,63.78947368,13.12105263,0.621578947,03/06/2020,0,0
758,03/03/2020,US,California,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,37.2519,-119.6963,12.4,55,6.4,0,11.76578947,69.89473684,7.381578947,0.715,03/08/2020,1,1
766,03/10/2020,US,California,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,38.0834,-122.7633,13,68,4.1,0,11.15526316,74.97368421,6.081578947,0.340526316,03/10/2020,0,0
774,3/18/2020,US,California,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,36.5761,-120.9876,8.2,83,4.2,0,10.87894737,73.18421053,5.647368421,1.069736842,2/29/2020,1.189207115,2
782,03/10/2020,US,California,Confirmed,0,0,3/23/2020 8:00:09 AM,3/22/2020,37.5091,-120.9876,15.1,56,11.3,0,13.02894737,61.18421053,9.002631579,1.028947368,03/10/2020,0,0
790,2/14/2020,US,California,Confirmed,2,0,3/23/2020 8:00:09 AM,3/22/2020,32.7157,-117.1611,13.4,82,4.5,0,16.17894737,73.26315789,8.276315789,1.303157895,03/06/2020,1.316074013,3
794,03/08/2020,US,California,Confirmed,1,0,3/23/2020 8:00:09 AM,3/22/2020,40.745,-123.8695,6.8,83,9.4,0,7.342105263,88.18421053,10.01842105,0.754736842,03/08/2020,1,1
